rank,ticker,sector,industry,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,date
22,MSJA,Consumer Cyclical,Textile Manufacturing,17003823,885.0,265.04,125.07,123.37,-0.6,214.1,99.2,5.9,32.7,71.4,104.7,95,99,97,96,93,,top1,,,,1,2026-09-24
23,SOCI,Industrials,Marine Shipping,21525600,675.0,263.01,51.17,-3.46,-8.8,253.8,88.1,4.3,7.6,28.6,43.2,95,89,96,83,95,,,,,,0,2026-09-24
24,UANG,Real Estate,Real Estate - Development,1194256,4020.0,259.72,-100.4,-128.61,-46.4,142.9,40.5,2.4,12.4,39.7,12.9,95,97,95,68,97,,,,,,0,2026-09-24
25,SOFA,Utilities,Utilities - Renewable,6128470,338.0,255.07,2.19,-93.68,-42.7,514.5,52.9,-2.9,-2.5,17.1,-9.1,95,37,84,8,97,,,,,,0,2026-09-24
26,BSML,Industrials,Marine Shipping,12111876,540.0,254.21,-15.48,79.17,-2.7,419.2,96.7,-1.0,1.4,3.1,37.7,95,65,51,93,96,,,,,,0,2026-09-24
27,CSMI,Consumer Cyclical,Restaurants,54901923,234.0,245.92,115.79,42.22,-61.3,296.6,32.1,14.3,20.7,69.8,80.2,94,94,99,98,10,,,top1,top2,,2,2026-09-24
28,GULA,Consumer Defensive,Farm Products,24129343,830.0,234.9,6.72,78.15,-2.9,251.7,96.0,0.7,3.5,7.4,68.6,94,77,79,97,92,,,,,,0,2026-09-24
29,ASPI,Consumer Cyclical,Residential Construction,2535990,750.0,234.87,135.61,160.34,-38.8,197.6,51.2,25.2,46.2,64.6,58.3,94,99,98,98,83,,top1,top2,top2,,3,2026-09-24
30,SMMT,Energy,Thermal Coal,692873,2940.0,231.54,88.11,118.0,-5.2,185.4,92.3,2.7,14.5,37.1,72.8,94,96,91,97,92,,,,,,0,2026-09-24
31,TINS,Basic Materials,Other Industrial Metals & Mining,50326256,4800.0,229.37,13.95,8.13,-2.0,347.0,97.4,1.5,7.3,18.7,33.7,94,87,78,88,96,,,,,,0,2026-09-24
32,AGII,Basic Materials,Chemicals,384733,3530.0,227.09,30.86,75.99,-5.6,395.9,93.1,5.0,11.5,16.6,33.9,93,88,80,63,95,,,,,,0,2026-09-24
33,HOPE,Industrials,Metal Fabrication,65178290,282.0,223.38,17.3,-9.67,-25.0,182.0,65.9,21.8,17.5,25.5,36.7,93,67,98,77,88,,,top2,,,1,2026-09-24
34,SMLE,Basic Materials,Specialty Chemicals,32465120,266.0,222.72,98.42,88.88,-37.6,285.5,55.2,23.3,33.6,52.6,68.6,93,97,98,95,83,,,top2,,,1,2026-09-24
35,WAPO,Consumer Defensive,Packaged Foods,7437186,282.0,222.24,119.05,114.25,-3.4,206.5,95.0,30.1,45.9,83.1,86.8,93,99,97,96,74,,top1,,,,1,2026-09-24
36,VERN,Communication Services,Entertainment,12629663,234.0,217.2,2.71,-27.55,-7.9,169.0,88.0,1.4,-1.5,5.9,57.9,92,30,93,97,86,,,,,,0,2026-09-24
37,BEEF,Consumer Defensive,Packaged Foods,9670920,458.0,215.89,-12.89,-122.67,-41.3,260.6,50.7,5.2,3.7,12.3,39.3,92,36,99,95,76,,,top1,,,1,2026-09-24
38,PADA,Industrials,Staffing & Employment Services,88763013,185.0,213.48,-198.33,-313.42,-52.8,311.1,40.3,-4.9,-11.5,2.4,1.8,92,3,92,86,95,,,,,,0,2026-09-24
39,IDEA,Consumer Defensive,Education & Training Services,13157350,148.0,210.85,114.24,124.44,-10.8,221.7,85.0,38.3,75.3,105.9,69.1,92,100,97,83,75,,top1,,,,1,2026-09-24
40,KETR,Technology,Communication Equipment,52973616,970.0,204.05,27.31,20.93,-34.5,150.0,53.3,3.0,7.8,36.9,43.8,92,93,94,96,78,,,,,,0,2026-09-24
41,CASH,Industrials,Business Equipment & Supplies,2754696,244.0,200.16,-10.65,-8.5,-10.3,165.2,84.4,-0.2,2.0,7.1,34.9,91,76,89,83,91,,,,,,0,2026-09-24
42,CBPE,Real Estate,Real Estate - Development,184226,494.0,198.31,-23.39,-112.65,-14.8,162.3,78.0,-0.5,-1.6,10.7,45.5,91,29,91,93,91,,,,,,0,2026-09-24
43,TOTL,Industrials,Engineering & Construction,4409860,1645.0,197.4,20.62,3.65,0.0,138.6,100.0,5.6,7.7,21.3,51.5,91,86,89,93,91,,,,,,0,2026-09-24
44,IRSX,Technology,Software - Application,66179163,440.0,196.75,0.22,157.55,-43.9,189.6,45.5,5.4,7.6,20.6,-1.2,91,84,89,51,95,,,,,,0,2026-09-24
45,PACK,Consumer Cyclical,Packaging & Containers,184493176,560.0,193.84,113.94,82.67,-82.9,286.2,13.2,-0.2,1.2,46.7,-4.2,91,95,97,99,0,,,,top1,,1,2026-09-24
46,KICI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",15565600,296.0,186.12,65.13,89.64,-15.9,111.4,73.6,1.9,6.9,30.1,38.5,90,96,91,93,89,,,,,,0,2026-09-24
47,ERAA,Consumer Cyclical,Specialty Retail,136775006,615.0,186.1,46.08,27.82,-1.6,105.0,96.9,1.5,6.8,26.8,54.9,90,91,94,92,77,,,,,,0,2026-09-24
48,ADES,Consumer Defensive,Beverages - Non-Alcoholic,10270,31800.0,185.26,-30.95,42.43,-18.1,144.6,72.7,-0.5,-0.4,-4.2,40.5,90,40,13,96,90,,,,,,0,2026-09-24
49,INTD,Basic Materials,Paper & Paper Products,1821090,358.0,184.44,46.23,33.23,-8.2,84.5,83.7,22.0,26.1,32.6,40.4,90,89,91,91,84,,,,,,0,2026-09-24
50,TRIM,Financial Services,Capital Markets,984593,845.0,183.14,44.37,41.69,-0.6,128.8,99.0,5.5,14.7,30.7,40.0,90,93,90,92,90,,,,,,0,2026-09-24
51,ASGR,Industrials,Specialty Business Services,1419516,2120.0,182.56,26.57,85.22,-7.0,126.7,88.1,0.2,-1.0,8.0,36.9,89,86,81,89,88,,,,,,0,2026-09-24
52,TEBE,Industrials,Infrastructure Operations,20765486,2050.0,180.71,23.26,-29.56,-49.7,159.5,38.3,9.8,14.4,42.1,43.1,89,85,96,95,64,,,,,,0,2026-09-24
53,JARR,Consumer Defensive,Farm Products,24420966,3320.0,177.58,-41.23,-66.68,-59.3,177.6,30.6,-9.5,-4.0,25.7,35.8,89,75,92,91,87,,,,,,0,2026-09-24
54,UNIC,Basic Materials,Chemicals,21700,15150.0,177.41,-9.88,-10.17,-1.0,118.4,98.2,0.6,0.8,4.4,33.6,89,53,65,90,88,,,,,,0,2026-09-24
55,ALDO,Basic Materials,Paper & Paper Products,124320,955.0,176.35,-2.6,12.31,-1.0,95.8,97.9,0.3,0.9,9.0,38.3,89,61,82,93,86,,,,,,0,2026-09-24
56,MBSS,Industrials,Marine Shipping,1688566,2900.0,175.59,-8.18,-3.66,-21.4,130.2,67.5,0.2,1.1,3.5,25.4,88,61,47,94,85,,,,,,0,2026-09-24
57,MOLI,Basic Materials,Chemicals,8487576,384.0,174.41,40.85,43.86,-0.9,103.2,98.2,11.2,17.5,32.7,43.8,88,93,87,91,86,,,,,,0,2026-09-24
58,HRTA,Consumer Cyclical,Luxury Goods,10924380,2300.0,173.96,-21.44,-17.98,-27.6,185.2,63.0,6.0,3.5,8.8,3.6,88,45,52,38,94,,,,,,0,2026-09-24
59,BDMN,Financial Services,Banks - Regional,2269980,4440.0,171.16,10.47,65.01,-9.0,101.5,83.6,0.1,0.6,3.3,30.5,88,63,39,94,85,,,,,,0,2026-09-24
60,OILS,Consumer Defensive,Packaged Foods,14399570,300.0,170.31,40.24,36.79,-8.0,123.9,86.5,-3.2,3.5,19.3,27.7,87,92,90,76,89,,,,,,0,2026-09-24
61,ELIT,Technology,Information Technology Services,46071196,278.0,168.24,62.72,64.77,-28.4,93.1,54.9,1.2,2.3,28.5,30.0,87,95,90,89,74,,,,,,0,2026-09-24
62,FPNI,Basic Materials,Specialty Chemicals,21360896,535.0,168.15,-37.1,-118.91,-69.0,190.8,22.8,-0.4,-7.0,11.9,-4.2,87,48,86,88,92,,,,,,0,2026-09-24
63,CCSI,Technology,Communication Equipment,4961910,422.0,167.0,74.64,83.37,-4.5,104.9,91.5,7.2,25.3,47.8,47.2,87,97,93,94,57,,,,,,0,2026-09-24
64,MARK,Healthcare,Medical Instruments & Supplies,14452556,1140.0,166.62,-8.49,-8.02,-8.4,107.0,84.9,-0.8,2.6,6.4,33.7,87,66,65,90,87,,,,,,0,2026-09-24
65,PTSN,Technology,Electronic Components,7209843,442.0,166.19,57.81,49.58,-7.9,123.3,86.5,8.8,25.2,45.4,41.2,86,96,96,85,50,,,,,,0,2026-09-24
66,AKSI,Industrials,Trucking,2072970,400.0,165.55,83.82,88.98,-26.6,131.2,61.0,9.6,26.0,51.1,25.3,86,98,95,84,79,,top2,,,,1,2026-09-24
67,AADI,Energy,Thermal Coal,11793913,11275.0,162.81,13.99,10.99,-9.4,82.8,81.3,-5.9,-2.3,11.4,28.8,86,84,85,71,82,,,,,,0,2026-09-24
68,ULTJ,Consumer Defensive,Beverages - Non-Alcoholic,13832503,2060.0,162.21,50.99,63.45,-2.4,65.5,94.2,10.6,22.3,32.9,36.1,86,93,88,86,79,,,,,,0,2026-09-24
69,URBN,Real Estate,Real Estate - Development,172306,252.0,162.07,19.18,46.25,-12.5,83.9,76.2,8.8,11.0,14.0,25.3,86,83,67,91,83,,,,,,0,2026-09-24
70,HBAT,Real Estate,Real Estate - Development,1695630,408.0,161.83,63.68,135.03,-22.3,145.8,67.4,11.1,24.9,49.5,17.6,85,98,29,67,92,,top2,,,,1,2026-09-24
71,PRIM,Healthcare,Medical Care Facilities,6907213,122.0,161.75,-5.81,-13.67,-0.8,79.4,98.2,1.3,1.8,9.1,36.1,85,67,85,92,72,,,,,,0,2026-09-24
72,TUGU,Financial Services,Insurance - Diversified,3454246,1550.0,161.74,16.07,13.52,-5.8,76.3,87.6,0.9,7.4,15.9,30.5,85,81,77,86,81,,,,,,0,2026-09-24
73,CBRE,Industrials,Marine Shipping,17983973,770.0,161.11,-75.65,56.1,-57.2,38.7,17.3,4.7,5.4,8.2,-7.4,85,76,52,47,94,,,,,,0,2026-09-24
74,MPXL,Industrials,Trucking,3420973,220.0,161.11,37.72,20.65,-25.2,70.5,55.2,27.5,28.9,36.0,29.4,85,92,88,90,82,,,,,,0,2026-09-24
75,FORE,Consumer Cyclical,Restaurants,6551780,820.0,159.86,19.84,-0.74,-20.0,83.0,64.5,3.1,1.6,8.6,21.6,84,47,62,92,75,,,,,,0,2026-09-24
76,AUTO,Consumer Cyclical,Auto Parts,4370200,3390.0,158.14,16.69,17.82,-1.2,61.7,97.0,1.4,1.0,12.3,28.9,84,80,83,87,77,,,,,,0,2026-09-24
77,BULL,Industrials,Marine Shipping,416940330,396.0,157.77,-42.29,-64.26,-42.2,146.0,44.8,-2.8,-6.6,-6.4,-6.7,84,7,30,59,92,,,,,,0,2026-09-24
78,KOKA,Industrials,Engineering & Construction,24747410,179.0,156.82,26.54,74.29,-56.3,105.7,28.5,-4.3,-3.3,-6.4,-8.5,84,31,95,11,85,,,,,,0,2026-09-24
79,UVCR,Technology,Software - Application,65568783,172.0,156.55,23.65,56.02,-28.8,182.6,61.5,1.5,8.7,13.8,7.1,84,88,11,87,90,,,,,,0,2026-09-24
80,ESIP,Consumer Cyclical,Packaging & Containers,27324273,114.0,155.16,-35.24,21.96,-48.0,121.1,37.3,-4.0,-5.6,-8.9,5.0,83,13,5,94,91,,,,,,0,2026-09-24
81,TRUS,Financial Services,Credit Services,228606,460.0,154.04,4.4,-11.56,-15.6,116.4,74.4,1.3,2.4,6.0,21.2,83,62,93,80,55,,,,,,0,2026-09-24
82,PSDN,Consumer Defensive,Packaged Foods,7533573,145.0,153.88,25.15,4.71,-35.3,51.0,38.3,4.5,4.8,9.9,9.4,83,77,72,88,79,,,,,,0,2026-09-24
83,GGRM,Consumer Defensive,Tobacco,1171333,17700.0,153.44,-14.86,-4.19,-18.5,110.5,69.8,-2.7,-7.5,-7.7,12.2,83,6,43,84,89,,,,,,0,2026-09-24
84,PGUN,Consumer Defensive,Farm Products,169403,9400.0,152.87,-86.55,85.1,-68.1,144.4,21.7,-0.7,-2.3,9.4,4.8,82,46,67,78,91,,,,,,0,2026-09-24
85,ADMG,Basic Materials,Chemicals,1468783,248.0,152.8,-16.11,-19.57,-13.3,93.8,75.9,-1.7,-4.2,1.0,16.1,82,35,69,75,80,,,,,,0,2026-09-24
86,INDY,Energy,Thermal Coal,26857843,2850.0,152.78,11.69,6.61,-32.5,64.1,44.8,3.3,2.2,7.9,1.3,82,73,75,17,89,,,,,,0,2026-09-24
87,SMIL,Industrials,Rental & Leasing Services,42886543,446.0,152.67,17.56,8.85,-40.5,99.1,42.2,3.3,4.2,12.4,36.8,82,79,91,95,37,,,,,,0,2026-09-24
88,TAPG,Consumer Defensive,Farm Products,25684010,1980.0,152.33,0.23,-5.9,-19.2,62.6,61.9,-9.4,-10.7,3.0,24.1,82,55,80,81,78,,,,,,0,2026-09-24
89,BFIN,Financial Services,Credit Services,22507876,955.0,152.14,15.42,15.1,-6.4,63.2,85.1,-2.2,-1.4,5.7,26.9,81,75,80,87,73,,,,,,0,2026-09-24
90,FAST,Consumer Cyclical,Restaurants,41474620,422.0,151.22,1.88,-59.99,-46.9,108.9,37.1,-2.4,-6.1,5.8,7.8,81,11,94,77,66,,,,,,0,2026-09-24
91,FOLK,Consumer Cyclical,Internet Retail,36807293,228.0,149.96,43.52,102.65,-78.8,188.6,15.0,-9.6,4.2,8.2,-38.2,81,89,73,4,93,,,,,,0,2026-09-24
92,ADRO,Energy,Thermal Coal,44214003,2600.0,149.65,5.65,33.97,-8.5,79.8,82.8,-1.0,-2.7,0.6,14.5,81,59,54,73,80,,,,,,0,2026-09-24
93,PSAB,Basic Materials,Gold,88748740,550.0,149.24,-44.1,-112.69,-10.0,92.9,81.3,0.1,-0.3,10.8,27.6,81,13,82,89,62,,,,,,0,2026-09-24
94,BLES,Basic Materials,Building Materials,12248813,196.0,148.5,-5.19,-38.92,-10.1,72.7,78.9,-2.3,-2.0,2.3,22.5,80,17,80,89,65,,,,,,0,2026-09-24
95,NSSS,Consumer Defensive,Farm Products,6596626,785.0,148.04,-26.33,-43.31,-63.7,116.3,23.5,0.0,-4.8,-9.4,-6.8,80,9,75,26,84,,,,,,0,2026-09-24
96,SMDR,Industrials,Marine Shipping,26384283,400.0,147.22,36.25,32.37,-6.7,60.7,84.0,1.3,9.1,22.7,21.6,80,91,86,77,66,,,,,,0,2026-09-24
97,PTSP,Consumer Cyclical,Restaurants,245976,1220.0,146.04,39.13,52.77,-25.4,44.4,47.5,-0.9,0.1,17.8,25.8,80,93,86,84,63,,,,,,0,2026-09-24
98,GTRA,Industrials,Integrated Freight & Logistics,1483436,258.0,144.42,28.3,39.85,-39.2,84.3,41.5,3.9,2.5,7.1,0.2,80,81,79,75,85,,,,,,0,2026-09-24
99,MITI,Industrials,Marine Shipping,13082653,282.0,144.4,48.98,28.74,-36.5,105.8,47.2,3.0,11.3,31.9,8.2,79,95,93,58,55,,,,,,0,2026-09-24
100,TRIN,Real Estate,Real Estate - Development,41861356,338.0,144.14,11.14,75.57,-80.6,263.4,14.9,-11.1,-9.3,-1.9,-51.7,79,29,13,3,95,,,,,,0,2026-09-24
101,SWID,Real Estate,Real Estate - Development,33545173,123.0,143.89,2.05,14.95,-14.2,50.2,66.9,-0.2,1.6,10.7,12.9,79,49,83,88,71,,,,,,0,2026-09-24
102,RSCH,Healthcare,Medical Care Facilities,24876530,458.0,143.21,34.78,14.0,-6.5,83.2,86.7,4.7,12.7,33.2,31.9,79,94,85,79,66,,,,,,0,2026-09-24
103,MBTO,Consumer Defensive,Household & Personal Products,14774640,155.0,142.52,34.66,53.96,-53.6,63.2,25.1,0.7,9.5,17.9,14.5,78,87,87,85,65,,,,,,0,2026-09-24
104,VOKS,Industrials,Electrical Equipment & Parts,2166940,278.0,141.52,24.74,7.41,-25.7,50.3,49.2,-0.9,8.5,20.3,22.6,78,86,83,88,50,,,,,,0,2026-09-24
105,ISAT,Communication Services,Telecom Services,79387733,2420.0,141.3,-3.64,-26.94,-11.7,54.3,72.7,1.5,0.5,6.9,14.6,78,11,81,81,69,,,,,,0,2026-09-24
106,DSFI,Consumer Defensive,Farm Products,29161860,100.0,140.79,32.41,44.72,-23.1,81.8,60.0,7.8,10.5,17.3,10.6,78,85,84,70,65,,,,,,0,2026-09-24
107,TALF,Consumer Cyclical,Packaging & Containers,226153,685.0,140.12,-24.75,-33.32,-43.2,98.5,39.5,-1.3,-2.3,-5.1,5.8,78,22,32,83,83,,,,,,0,2026-09-24
108,LSIP,Consumer Defensive,Farm Products,13579480,1575.0,139.27,9.11,5.03,-9.2,52.7,77.3,-5.7,-3.5,5.2,20.8,77,74,71,82,66,,,,,,0,2026-09-24
109,GWSA,Real Estate,Real Estate - Development,3948490,174.0,139.24,18.28,5.06,-31.5,62.6,45.6,6.4,3.8,17.7,13.6,77,78,86,71,57,,,,,,0,2026-09-24
110,SMAR,Consumer Defensive,Farm Products,106136,6300.0,139.24,0.26,12.17,-8.4,56.7,79.9,1.0,-1.4,5.9,20.1,77,73,75,79,54,,,,,,0,2026-09-24
111,GJTL,Consumer Cyclical,Auto Parts,5552390,1300.0,139.23,-10.26,-22.18,-10.0,48.7,74.6,-2.4,-4.7,-0.1,17.1,77,27,49,86,73,,,,,,0,2026-09-24
112,LRNA,Industrials,Railroads,1579746,222.0,138.78,27.97,34.79,-35.5,37.0,33.0,2.3,7.2,14.5,7.4,77,84,65,81,69,,,,,,0,2026-09-24
113,KSIX,Real Estate,Real Estate - Development,745086,404.0,138.74,-16.62,-55.14,-10.2,72.6,78.7,-1.3,-1.8,9.0,12.1,76,33,43,84,81,,,,,,0,2026-09-24
114,INET,Communication Services,Telecom Services,645581250,328.0,138.6,12.78,-14.35,-64.9,108.9,22.0,-0.5,-4.1,16.0,-8.4,76,50,90,78,74,,,,,,0,2026-09-24
115,PTBA,Energy,Thermal Coal,39642126,3050.0,138.34,28.36,40.67,-2.9,47.1,91.6,-0.6,4.2,17.3,20.2,76,91,66,65,70,,,,,,0,2026-09-24
116,TMPO,Communication Services,Publishing,55313660,170.0,138.09,5.08,-41.48,-32.5,93.2,50.0,9.5,0.0,10.2,21.0,76,62,92,87,17,,,,,,0,2026-09-24
117,AIMS,Energy,Thermal Coal,899373,496.0,138.07,32.12,38.44,-39.5,65.3,37.7,0.6,2.5,17.1,15.4,76,92,56,76,77,,,,,,0,2026-09-24
118,ARGO,Consumer Cyclical,Textile Manufacturing,212686,1220.0,137.94,17.38,43.25,-23.3,74.3,58.4,3.9,4.5,5.9,17.7,75,70,86,84,37,,,,,,0,2026-09-24
119,HYGN,Industrials,Specialty Business Services,3474673,182.0,137.27,11.39,18.57,-8.1,44.4,77.8,-2.4,-1.9,4.9,17.9,75,66,76,82,59,,,,,,0,2026-09-24
120,SOHO,Healthcare,Medical Distribution,317503,1430.0,137.21,42.24,81.45,-57.7,101.7,27.0,-8.8,-2.1,10.0,-15.6,75,87,71,11,86,,,,,,0,2026-09-24
121,AKRA,Energy,Oil & Gas Refining & Marketing,16942743,1460.0,136.95,14.04,37.63,-5.8,46.6,83.8,-1.5,0.2,3.0,13.5,75,71,61,80,70,,,,,,0,2026-09-24
122,INDR,Consumer Cyclical,Textile Manufacturing,57820,3000.0,136.47,25.7,3.38,-22.5,78.6,60.3,2.0,6.1,21.5,15.1,75,88,88,60,57,,,,,,0,2026-09-24
123,ELSA,Energy,Oil & Gas Equipment & Services,20326716,680.0,135.94,-7.89,10.1,-26.7,53.3,48.8,-3.8,-4.9,-2.6,7.9,74,29,62,32,75,,,,,,0,2026-09-24
124,KIJA,Real Estate,Real Estate - Development,667505456,187.0,135.81,13.73,-20.75,-47.2,68.5,31.3,1.7,-4.2,14.1,3.8,74,24,89,68,37,,,,,,0,2026-09-24
125,NZIA,Real Estate,Real Estate - Development,60217816,168.0,135.65,12.21,28.8,-45.8,90.9,36.0,-7.2,-5.6,7.5,1.4,74,90,47,13,82,,,,,,0,2026-09-24
126,KINO,Consumer Defensive,Beverages - Non-Alcoholic,53230,1380.0,135.46,2.55,-0.44,-2.8,36.3,90.2,-0.7,0.3,6.0,15.3,74,58,61,85,69,,,,,,0,2026-09-24
127,LABS,Healthcare,Medical Devices,5760073,175.0,135.38,10.44,9.69,-19.0,32.6,51.2,2.2,2.3,7.8,15.8,73,62,64,76,67,,,,,,0,2026-09-24
128,ARCI,Basic Materials,Gold,47498593,1350.0,134.83,-6.86,-21.99,-32.3,62.0,44.5,1.3,1.0,9.2,-3.2,73,39,72,31,79,,,,,,0,2026-09-24
129,LFLO,Consumer Cyclical,"Furnishings, Fixtures & Appliances",123750,575.0,134.74,9.87,27.76,-31.2,142.1,56.4,2.6,6.3,11.9,1.0,73,76,16,58,90,,,,,,0,2026-09-24
130,DGNS,Healthcare,Diagnostics & Research,1855136,252.0,134.73,10.52,29.61,-23.2,80.0,59.6,-6.5,-4.2,3.3,0.5,73,79,45,18,81,,,,,,0,2026-09-24
131,CSIS,Real Estate,Real Estate - Development,2538896,200.0,134.21,-49.11,-91.94,-60.8,63.3,20.0,-2.0,-5.1,0.1,-10.0,73,8,77,78,80,,,,,,0,2026-09-24
132,FUTR,Utilities,Utilities - Renewable,64044803,268.0,133.3,-69.58,-117.78,-66.5,155.2,23.5,-3.7,-12.7,-10.9,-21.9,72,1,93,66,55,,,,,,0,2026-09-24
133,RMKO,Energy,Thermal Coal,10152430,306.0,133.08,-0.06,35.75,-83.1,133.6,10.4,-6.7,-5.7,-1.6,-32.9,72,70,27,4,89,,,,,,0,2026-09-24
134,CRSN,Industrials,Specialty Business Services,3214106,130.0,133.01,9.94,-2.18,-27.5,42.9,44.1,-2.8,-3.7,7.2,9.8,72,71,75,82,59,,,,,,0,2026-09-24
135,FIRE,Energy,Thermal Coal,36811040,123.0,132.96,16.51,8.28,-52.3,59.7,25.4,-0.1,0.8,7.9,-10.4,72,77,57,29,78,,,,,,0,2026-09-24
136,SCCO,Industrials,Electrical Equipment & Parts,203920,2660.0,132.95,20.29,36.45,-11.9,29.2,62.5,-1.3,3.4,10.1,15.4,72,82,64,78,63,,,,,,0,2026-09-24
137,ARKO,Utilities,Utilities - Renewable,4600986,3900.0,132.84,-100.9,-44.11,-67.0,198.9,24.7,-6.9,-13.9,-18.9,-39.9,71,0,2,5,93,,,,,,0,2026-09-24
138,ARII,Energy,Thermal Coal,382683,332.0,132.73,17.26,18.02,-2.4,31.7,90.9,9.4,9.8,15.6,15.4,71,84,57,74,69,,,,,,0,2026-09-24
139,BIPI,Energy,Thermal Coal,605364190,150.0,132.44,-5.15,9.18,-52.8,92.3,30.0,3.6,2.0,1.1,-13.0,71,47,20,6,83,,,,,,0,2026-09-24
140,SDMU,Industrials,Trucking,46924670,89.0,132.32,-25.42,-21.17,-36.4,61.8,40.0,-1.5,-2.2,4.4,-1.8,71,19,35,70,82,,,,,,0,2026-09-24
